feature_number,network,combined_ID,binary_ID,canopus_annotation,canopus_probability,chemontid,level,SUBCLASS,CHEMONT_STRING,level 1,level 2,level 3,level 4,level 5,level 6,level 7,level 8,characterization scores,C,H,N,O,P,S,NOSC,dG,inchi_binary,inchi_combined,simplified_makeup,DayNight,CCA,Dictyota,Pocillopora verrucosa,Porites lobata,Turf,number_exudate_organisms,exudate_type,lability
12123,-1,Solasodine,2,Monocarboxylic acids and derivatives,0.91,CHEMONTID:0001137,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001137,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Monocarboxylic acids and derivatives,NA,NA,NA,NA,Low probability,21,46,0,8,1,0,-1.666666666666667,107.80000000000001,2,"InChI=1S/C27H43NO2/c1-16-7-12-27(28-15-16)17(2)24-23(30-27)14-22-20-6-5-18-13-19(29)8-10-25(18,3)21(20)9-11-26(22,24)4/h5,16-17,19-24,28-29H,6-15H2,1-4H3/t16-,17+,19+,20-,21+,22+,23+,24+,25+,26+,27-/m1/s1",uncharacterized,Night,NA,NA,NA,NA,0.01154167997260718,1,Turf,labile
1213,324,Bis(2-ethylhexyl) adipate,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,20,32,0,8,0,0,-0.7999999999999998,83.1,2,"InChI=1S/C22H42O4/c1-5-9-13-19(7-3)17-25-21(23)15-11-12-16-22(24)26-18-20(8-4)14-10-6-2/h19-20H,5-18H2,1-4H3",CHO,Night,NA,NA,1.442038474212472e-5,NA,NA,1,Pocillopora verrucosa,labile
12180,4013,Amines,N/A,Amines,0.96,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,Good,20,39,1,6,0,0,-1.2000000000000002,94.5,3,N/A,CHON,Night,NA,NA,0.0060486964298398956,NA,NA,1,Pocillopora verrucosa,labile
12232,-1,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,N/A,uncharacterized,Night,NA,NA,NA,0.0012613027069410061,NA,1,Porites lobata,labile
12257,1026,"NCGC00381276-01_C22H34O14_Hexitol, 2,6-anhydro-, 5-[4-(beta-D-glucopyranosyloxy)-2-methylenebutanoate] 1-(4-hydroxy-2-methylenebutanoate)",2,Alcohols and polyols,0.98,CHEMONTID:0000129,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0000129,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,NA,NA,NA,NA,Low probability,28,44,6,11,0,0,-0.14285714285714324,64.37142857142858,2,"InChI=1S/C22H34O14/c1-10(3-5-23)20(30)34-8-13-16(26)17(27)14(9-33-13)35-21(31)11(2)4-6-32-22-19(29)18(28)15(25)12(7-24)36-22/h12-19,22-29H,1-9H2/t12-,13?,14?,15-,16?,17?,18+,19-,22-/m1/s1",uncharacterized,Night,0.0031986250077732344,NA,0.03471334562153497,0.003347154262289927,NA,3,Corraline,labile
12407,3314,Monoalkylamines,N/A,Monoalkylamines,1,CHEMONTID:0000469,6,CHEMONTID:0002450,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0002450;CHEMONTID:0000469,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Primary amines,Monoalkylamines,NA,NA,Good,23,50,9,4,1,0,-0.8695652173913047,85.08260869565218,3,N/A,CHONP,Night,NA,NA,NA,0.007553594115522694,NA,1,Porites lobata,labile
12468,-1,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,20,39,1,6,0,0,-1.2000000000000002,94.5,3,N/A,CHON,Night,NA,NA,NA,0.008163258278921883,NA,1,Porites lobata,labile
12596,21,Carboxylic acid derivatives,N/A,Carboxylic acid derivatives,0.89,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Good,19,33,1,6,0,0,-0.9473684210526319,87.30000000000001,3,N/A,CHON,Night,0.04329830809625358,NA,NA,NA,NA,1,CCA,labile
12818,814,"[(6E,10Z)-6-formyl-10-(hydroxymethyl)-3-methylidene-2-oxo-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-4-yl] 3-methylbutanoate",2,Carboxylic acid derivatives,0.88,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Good,16,29,1,8,0,0,-0.625,78.1125,2,"InChI=1S/C20H26O6/c1-12(2)7-18(23)25-16-8-14(10-21)5-4-6-15(11-22)9-17-19(16)13(3)20(24)26-17/h5,9-10,12,16-17,19,22H,3-4,6-8,11H2,1-2H3/b14-5+,15-9-",CHON,Night,NA,NA,5.352087140852973e-5,NA,NA,1,Pocillopora verrucosa,labile
12928,2532,Isopentenyladenine,2,Carbonyl compounds,0.84,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,17,29,2,4,0,0,-0.882352941176471,85.44705882352942,2,"InChI=1S/C10H13N5/c1-7(2)3-4-11-9-8-10(13-5-12-8)15-6-14-9/h3,5-6H,4H2,1-2H3,(H2,11,12,13,14,15)",CHON,Night,NA,0.015423617000446777,NA,NA,NA,1,Dictyota,labile
13023,131,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,N/A,uncharacterized,Night,NA,NA,NA,0.019473811709728096,NA,1,Porites lobata,labile
13040,131,Primary amines,N/A,Primary amines,0.95,CHEMONTID:0002450,5,CHEMONTID:0002449,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0002450,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Primary amines,NA,NA,NA,Good,20,28,24,1,1,0,2.05,1.875,3,N/A,CHONP,Night,NA,NA,NA,0.008801841194333318,NA,1,Porites lobata,labile
13060,212,Alcohols and polyols,N/A,Alcohols and polyols,0.81,CHEMONTID:0000129,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0000129,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,NA,NA,NA,NA,Low probability,24,55,4,8,0,0,-1.125,92.3625,3,N/A,uncharacterized,Night,NA,NA,0.005801588188918907,NA,NA,1,Pocillopora verrucosa,labile
13062,212,Spectral Match to Decaethylene glycol from NIST14,2,Amines,0.99,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,Low probability,21,56,12,4,1,0,-0.8095238095238093,83.37142857142857,2,N/A,uncharacterized,Night,NA,NA,0.0017085628278559744,0.037649098319745763,NA,2,Coral,labile
13158,343,Eicosapentaenoic acid ethyl ester,2,Dialkyl phosphates,1,CHEMONTID:0003459,6,CHEMONTID:0003457,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000402;CHEMONTID:0000408;CHEMONTID:0003457;CHEMONTID:0003459,Organic compounds,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,Alkyl phosphates,Dialkyl phosphates,NA,NA,Good,25,42,1,7,1,0,-1.2000000000000002,94.5,2,"InChI=1S/C22H34O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24-4-2/h5-6,8-9,11-12,14-15,17-18H,3-4,7,10,13,16,19-21H2,1-2H3/b6-5-,9-8-,12-11-,15-14-,18-17-",CHONP,Night,NA,NA,0,NA,NA,1,Pocillopora verrucosa,labile
13172,4106,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,10,19,1,1,0,0,-1.4000000000000004,100.20000000000002,3,N/A,CHON,Night,NA,NA,NA,0.00520320381903178,NA,1,Porites lobata,labile
13174,21,3-Hydroxyhexadecanoylcarnitine,1,Amines,0.95,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,Good,23,45,1,5,0,0,-1.391304347826087,99.95217391304348,1,"InChI=1S/C23H45NO5/c1-5-6-7-8-9-10-11-12-13-14-15-16-20(25)17-23(28)29-21(18-22(26)27)19-24(2,3)4/h20-21,25H,5-19H2,1-4H3/t20?,21-/m1/s1",CHON,Night,NA,NA,0.019967653722505845,NA,NA,1,Pocillopora verrucosa,labile
13207,131,Amino acids and derivatives,N/A,Amino acids and derivatives,1,CHEMONTID:0000347,5,CHEMONTID:0000013,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0000013;CHEMONTID:0000347,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,NA,NA,NA,Good,NA,NA,NA,NA,NA,NA,NA,NA,3,N/A,uncharacterized,Night,NA,NA,NA,0.03387895818269655,NA,1,Porites lobata,labile
13209,2393,Carboxylic acid derivatives,N/A,Carboxylic acid derivatives,0.81,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Bad quality,20,35,2,2,0,0,-1.25,95.925,3,N/A,uncharacterized,Night,NA,NA,9.105422878722478e-10,NA,NA,1,Pocillopora verrucosa,labile
13233,21,3-Hydroxyhexadecanoylcarnitine,2,Carboxylic acid derivatives,0.99,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Good,24,47,1,5,0,0,-1.416666666666667,100.67500000000001,2,"InChI=1S/C23H45NO5/c1-5-6-7-8-9-10-11-12-13-14-15-16-20(25)17-23(28)29-21(18-22(26)27)19-24(2,3)4/h20-21,25H,5-19H2,1-4H3/t20?,21-/m1/s1",CHON,Night,NA,NA,0.035792411984722855,NA,NA,1,Pocillopora verrucosa,labile
13243,695,Oleanolic acid methyl ester,2,Guanidines,1,CHEMONTID:0000375,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0000375,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Guanidines,NA,NA,NA,NA,Good,NA,NA,NA,NA,NA,NA,NA,NA,2,"InChI=1S/C31H50O3/c1-26(2)15-17-31(25(33)34-8)18-16-29(6)20(21(31)19-26)9-10-23-28(5)13-12-24(32)27(3,4)22(28)11-14-30(23,29)7/h9,21-24,32H,10-19H2,1-8H3/t21-,22-,23+,24-,28-,29+,30+,31-/m0/s1",uncharacterized,Night,NA,NA,0.047273723726627186,NA,NA,1,Pocillopora verrucosa,labile
13254,1841,Adipoyl-L-carnitine,2,Carboxylic acid derivatives,1,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Good,14,25,1,6,0,0,-0.7142857142857144,80.65714285714286,2,"InChI=1S/C13H23NO6/c1-14(2,3)9-10(8-12(17)18)20-13(19)7-5-4-6-11(15)16/h10H,4-9H2,1-3H3,(H-,15,16,17,18)/t10-/m1/s1",CHON,Night,NA,NA,0.007260140819307682,NA,NA,1,Pocillopora verrucosa,labile
13392,-1,N-Undecanoyl-L-homoserine lactone,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,9,19,1,2,0,0,-1.333333333333333,98.29999999999998,2,"InChI=1S/C15H27NO3/c1-2-3-4-5-6-7-8-9-10-14(17)16-13-11-12-19-15(13)18/h13H,2-12H2,1H3,(H,16,17)/t13-/m0/s1",CHON,Night,NA,NA,NA,3.629846179961414e-5,NA,1,Porites lobata,labile
13427,-1,Leupeptin,2,Amines,0.99,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,Good,16,33,1,4,0,0,-1.375,99.4875,2,"InChI=1S/C20H38N6O4/c1-12(2)9-16(24-14(5)28)19(30)26-17(10-13(3)4)18(29)25-15(11-27)7-6-8-23-20(21)22/h11-13,15-17H,6-10H2,1-5H3,(H,24,28)(H,25,29)(H,26,30)(H4,21,22,23)/t15-,16-,17-/m0/s1",CHON,Night,NA,NA,NA,NA,0.0034902671305933747,1,Turf,labile
13491,141,"L-3,5-Diiodotyrosine",2,Amino acids and derivatives,0.95,CHEMONTID:0000347,5,CHEMONTID:0000013,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0000013;CHEMONTID:0000347,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,NA,NA,NA,Good,NA,NA,NA,NA,NA,NA,NA,NA,2,"InChI=1S/C9H9I2NO3/c10-5-1-4(2-6(11)8(5)13)3-7(12)9(14)15/h1-2,7,13H,3,12H2,(H,14,15)/t7-/m0/s1",uncharacterized,Night,NA,NA,0.01170363785506509,0.0027694124013691234,NA,2,Coral,labile
1355,1251,Tetraethylene glycol,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low probability,5,17,5,1,1,0,-1,88.8,2,"InChI=1S/C8H18O5/c9-1-3-11-5-7-13-8-6-12-4-2-10/h9-10H,1-8H2",uncharacterized,Night,NA,NA,0.020807289695270268,NA,NA,1,Pocillopora verrucosa,labile
13609,3346,Carbonyl compounds,N/A,Carbonyl compounds,0.89,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,17,29,5,4,0,0,-0.35294117647058787,70.35882352941175,3,N/A,CHON,Night,0.002702512297999844,NA,1.1086322963294926e-4,NA,NA,2,Corraline,labile
1385,701,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,20,35,1,11,0,0,-0.5,74.55,3,N/A,CHON,Night,0.02695969984844781,0.0016822576564147129,NA,NA,NA,2,Algae,labile
14220,21,Fastigilin B,2,Carboxylic acid derivatives,0.99,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Good,21,41,1,5,0,0,-1.333333333333333,98.29999999999998,2,"InChI=1S/C20H26O6/c1-9(2)8-14(22)25-18-15-11(4)19(24)26-17(15)16(23)10(3)12-6-7-13(21)20(12,18)5/h6-8,10-12,15-18,23H,1-5H3/t10-,11-,12-,15+,16+,17-,18-,20-/m0/s1",CHON,Night,NA,NA,0.038085404987930345,NA,NA,1,Pocillopora verrucosa,labile
14222,21,Carboxylic acid derivatives,N/A,Carboxylic acid derivatives,0.94,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Good,21,39,1,5,0,0,-1.2380952380952381,95.58571428571429,3,N/A,CHON,Night,NA,NA,0.02621238788045889,0.04329149659202885,NA,2,Coral,labile
14409,6163,"Dodeca-2(E),4(E)-dienoic acid",2,Amines,0.94,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,Good,21,39,1,5,0,0,-1.2380952380952381,95.58571428571429,2,"InChI=1S/C12H20O2/c1-2-3-4-5-6-7-8-9-10-11-12(13)14/h8-11H,2-7H2,1H3,(H,13,14)/b9-8+,11-10+",CHON,Night,NA,NA,0.0011918130085691887,NA,NA,1,Pocillopora verrucosa,labile
14529,5422,Linoleoylglycine,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,23,34,0,2,0,0,-1.304347826086956,97.47391304347825,2,"InChI=1S/C20H35NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-19(22)21-18-20(23)24/h6-7,9-10H,2-5,8,11-18H2,1H3,(H,21,22)(H,23,24)/b7-6-,10-9-",CHO,Night,NA,NA,NA,NA,0.023203771843394946,1,Turf,labile
14537,113,Primary amines,N/A,Primary amines,0.97,CHEMONTID:0002450,5,CHEMONTID:0002449,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0002450,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Primary amines,NA,NA,NA,Bad quality,14,40,8,4,1,0,-0.9285714285714288,86.76428571428572,3,N/A,uncharacterized,Night,NA,NA,NA,0.0011949897093862607,NA,1,Porites lobata,labile
14541,1396,Amines,N/A,Amines,0.96,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,Good,11,21,1,5,0,0,-0.7272727272727275,81.02727272727273,3,N/A,CHON,Night,NA,NA,NA,6.67978625735736e-5,NA,1,Porites lobata,labile
14546,-1,Castanospermine,1,Carboxylic acid derivatives,0.91,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Bad quality,8,13,1,3,0,0,-0.5,74.55,1,"InChI=1S/C8H15NO4/c10-4-1-2-9-3-5(11)7(12)8(13)6(4)9/h4-8,10-13H,1-3H2/t4-,5?,6?,7+,8?/m0/s1",uncharacterized,Night,NA,NA,NA,9.830651308936858e-4,NA,1,Porites lobata,labile
14615,17,N-Oleoyltaurine,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,NA,NA,NA,NA,NA,NA,NA,NA,2,"InChI=1S/C20H39NO4S/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20(22)21-18-19-26(23,24)25/h9-10H,2-8,11-19H2,1H3,(H,21,22)(H,23,24,25)/b10-9-",uncharacterized,Night,NA,NA,0.008496218486906982,NA,NA,1,Pocillopora verrucosa,labile
14661,-1,Alcohols and polyols,N/A,Alcohols and polyols,0.91,CHEMONTID:0000129,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0000129,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,NA,NA,NA,NA,Bad quality,16,33,1,6,0,0,-1.125,92.3625,3,N/A,uncharacterized,Night,NA,NA,0,NA,NA,1,Pocillopora verrucosa,labile
14714,-1,Alkyl phosphates,N/A,Alkyl phosphates,0.94,CHEMONTID:0003457,5,CHEMONTID:0000408,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000402;CHEMONTID:0000408;CHEMONTID:0003457,Organic compounds,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,Alkyl phosphates,NA,NA,NA,Good,20,40,1,8,1,0,-1.2999999999999998,97.35,3,N/A,CHONP,Night,NA,NA,0,NA,NA,1,Pocillopora verrucosa,labile
14878,2918,Triazoles,N/A,Triazoles,0.96,CHEMONTID:0000099,4,CHEMONTID:0000436,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000436;CHEMONTID:0000099,Organic compounds,Organoheterocyclic compounds,Azoles,Triazoles,NA,NA,NA,NA,Good,17,44,6,2,1,0,-1.5882352941176467,105.56470588235294,3,N/A,CHONP,Night,NA,NA,0.02674306840648843,NA,NA,1,Pocillopora verrucosa,labile
14888,1730,Spectral Match to Oleoyl L-carnitine from NIST14,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,NA,NA,NA,NA,NA,NA,NA,NA,2,N/A,uncharacterized,Night,NA,NA,NA,NA,0,1,Turf,labile
15013,1599,Spectral Match to Palmitamide from NIST14,2,Alcohols and polyols,0.95,CHEMONTID:0000129,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0000129,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,NA,NA,NA,NA,Good,20,43,1,5,0,0,-1.5,103.05,2,N/A,CHON,Night,NA,NA,0.017490880613020832,0.03325358714050701,NA,2,Coral,labile
15119,-1,Carboxylic acid derivatives,N/A,Carboxylic acid derivatives,0.85,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Good,19,37,1,5,0,0,-1.2631578947368425,96.30000000000001,3,N/A,CHON,Night,NA,NA,NA,5.66742968667499e-4,NA,1,Porites lobata,labile
15127,5298,Amines,N/A,Amines,1,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,Good,22,42,15,3,1,0,0.18181818181818166,55.11818181818182,3,N/A,CHONP,Night,NA,NA,NA,NA,0.004828618433301432,1,Turf,labile
1517,87,"1,4-Anhydroerythritol",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low probability,8,28,8,7,1,0,0.625,42.4875,2,"InChI=1S/C4H8O3/c5-3-1-7-2-4(3)6/h3-6H,1-2H2/t3-,4+",uncharacterized,Night,0.04928824326513808,0.002909711518140392,NA,NA,NA,2,Algae,labile
15177,149,Carboxylic acid derivatives,N/A,Carboxylic acid derivatives,0.87,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Low probability,19,43,5,7,0,0,-0.7368421052631575,81.29999999999998,3,N/A,uncharacterized,Night,NA,NA,0.012548780377323559,NA,NA,1,Pocillopora verrucosa,labile
15198,141,3-Iodo-L-tyrosine,1,Aralkylamines,0.97,CHEMONTID:0003899,5,CHEMONTID:0002449,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0003899,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Aralkylamines,NA,NA,NA,Good,NA,NA,NA,NA,NA,NA,NA,NA,1,"InChI=1S/C9H10INO3/c10-6-3-5(1-2-8(6)12)4-7(11)9(13)14/h1-3,7,12H,4,11H2,(H,13,14)",uncharacterized,Night,NA,NA,0.001903015725300642,3.7657559515277985e-4,NA,2,Coral,labile
15334,-1,Isoalantolactone,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"InChI=1S/C15H20O2/c1-9-5-4-6-15(3)8-13-11(7-12(9)15)10(2)14(16)17-13/h11-13H,1-2,4-8H2,3H3/t11?,12?,13?,15-/m1/s1",uncharacterized,Night,NA,5.442882467836436e-4,NA,NA,NA,1,Dictyota,labile
15339,-1,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bad quality,18,35,0,9,0,0,-0.9444444444444446,87.21666666666667,3,N/A,uncharacterized,Night,NA,NA,0.03201344301686454,NA,NA,1,Pocillopora verrucosa,labile
15373,1196,Amines,N/A,Amines,0.99,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,Low probability,14,27,1,2,0,0,-1.4285714285714288,101.01428571428572,3,N/A,uncharacterized,Night,NA,NA,NA,0.004077642982416931,NA,1,Porites lobata,labile
15427,-1,Amines,N/A,Amines,0.89,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,Bad quality,23,45,1,6,0,0,-1.304347826086956,97.47391304347825,3,N/A,uncharacterized,Night,NA,NA,0.005241066144094263,NA,NA,1,Pocillopora verrucosa,labile
15431,-1,Monoalkylamines,N/A,Monoalkylamines,0.84,CHEMONTID:0000469,6,CHEMONTID:0002450,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0002450;CHEMONTID:0000469,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Primary amines,Monoalkylamines,NA,NA,Good,15,23,2,3,0,0,-0.7333333333333334,81.2,3,N/A,CHON,Night,NA,NA,0.003944246656955601,NA,NA,1,Pocillopora verrucosa,labile
15438,141,3-Iodo-L-tyrosine,2,Phosphate esters,0.99,CHEMONTID:0000408,4,CHEMONTID:0000402,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000402;CHEMONTID:0000408,Organic compounds,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,NA,NA,NA,NA,Low probability,9,8,1,10,1,0,1.1111111111111112,28.63333333333333,2,"InChI=1S/C9H10INO3/c10-6-3-5(1-2-8(6)12)4-7(11)9(13)14/h1-3,7,12H,4,11H2,(H,13,14)",uncharacterized,Night,NA,NA,NA,0.009001750128581953,NA,1,Porites lobata,labile
15479,918,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bad quality,NA,NA,NA,NA,NA,NA,NA,NA,3,N/A,uncharacterized,Night,NA,NA,NA,NA,0.011660137018896627,1,Turf,labile
